SN,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
135733,2008,1,10,4,920,920,1033,1042,YV,2659,N956LR,73,82,46,-9,0,CLT,ATL,227
135734,2008,1,10,4,2215,2220,2345,2341,YV,2681,N938LR,90,81,43,4,-5,CLT,ATL,227
135735,2008,1,10,4,1615,1605,1736,1724,YV,2697,N931LR,81,79,49,12,10,CLT,ATL,227
135736,2008,1,10,4,1438,1440,1634,1642,YV,2672,N906FJ,116,122,82,-8,-2,CLT,BDL,644
135737,2008,1,10,4,1140,1145,1225,1220,YV,2627,N929LR,105,95,59,5,-5,CLT,BHM,351
135738,2008,1,10,4,950,955,1023,1031,YV,2637,N932LR,93,96,69,-8,-5,CLT,BHM,351
135739,2008,1,10,4,1430,1325,1527,1359,YV,2617,N956LR,117,94,92,88,65,CLT,BNA,329
135740,2008,1,10,4,1705,1614,1730,1645,YV,2661,N919FJ,85,91,58,45,51,CLT,BNA,329
135741,2008,1,10,4,1310,1310,1440,1440,YV,2678,N910FJ,90,90,58,0,0,CLT,BWI,361
135742,2008,1,10,4,1915,1847,2020,1944,YV,2680,N938LR,65,57,35,36,28,CLT,CHS,168
135743,2008,1,10,4,2210,2210,2355,2349,YV,2606,N914FJ,105,99,63,6,0,CLT,CLE,430
135744,2008,1,10,4,1735,1739,1855,1915,YV,2688,N910FJ,80,96,60,-20,-4,CLT,CLE,430
135745,2008,1,10,4,1551,1551,1710,1716,YV,2638,N929LR,79,85,56,-6,0,CLT,CMH,346
135746,2008,1,10,4,1645,1626,1835,1825,YV,2628,N920FJ,110,119,73,10,19,CLT,DTW,500
135747,2008,1,10,4,1840,1845,2040,2036,YV,2698,N905FJ,120,111,78,4,-5,CLT,DTW,500
135748,2008,1,10,4,935,920,1120,1112,YV,2616,N908FJ,105,112,78,8,15,CLT,EWR,529
135749,2008,1,10,4,725,735,905,923,YV,2640,N928LR,100,108,79,-18,-10,CLT,EWR,529
135750,2008,1,10,4,2221,2210,5,1,YV,2696,N928LR,104,111,73,4,11,CLT,EWR,529
135751,2008,1,10,4,1430,1430,1525,1525,YV,2610,N932LR,55,55,21,0,0,CLT,GSO,83
135752,2008,1,10,4,1950,1950,2050,2046,YV,2662,N930LR,60,56,19,4,0,CLT,GSO,83
135753,2008,1,10,4,950,950,1043,1051,YV,2694,N904FJ,53,61,21,-8,0,CLT,GSO,83
135754,2008,1,10,4,1200,1150,1324,1320,YV,2620,N931LR,84,90,50,4,10,CLT,IAD,321
135755,2008,1,10,4,835,846,955,1004,YV,2682,N938LR,80,78,52,-9,-11,CLT,IAD,321
135756,2008,1,10,4,1453,1443,1631,1611,YV,7127,N75995,98,88,54,20,10,CLT,IAD,321
135757,2008,1,10,4,922,930,1034,1102,YV,7152,N521LR,72,92,50,-28,-8,CLT,IAD,321
135758,2008,1,10,4,936,600,1102,721,YV,7178,N514MJ,86,81,51,221,216,CLT,IAD,321
135759,2008,1,10,4,1918,1920,2042,2048,YV,7189,N17156,84,88,63,-6,-2,CLT,IAD,321
135760,2008,1,10,4,740,740,935,932,YV,2601,N914FJ,175,172,151,3,0,CLT,IAH,913
135761,2008,1,10,4,2210,2210,3,3,YV,2611,N910FJ,173,173,138,0,0,CLT,IAH,913
135762,2008,1,10,4,1444,1445,1635,1641,YV,2667,N908FJ,171,176,151,-6,-1,CLT,IAH,913
135763,2008,1,10,4,935,940,1045,1048,YV,2612,N910FJ,70,68,36,-3,-5,CLT,ILM,185
135764,2008,1,10,4,1730,1730,1925,1918,YV,2643,N932LR,115,108,94,7,0,CLT,IND,428
135765,2008,1,10,4,930,935,1134,1129,YV,2614,N907FJ,124,114,105,5,-5,CLT,JFK,541
135766,2008,1,10,4,1335,1325,1520,1518,YV,2622,N905FJ,105,113,74,2,10,CLT,JFK,541
135767,2008,1,10,4,2025,2025,2235,2219,YV,2626,N931LR,130,114,77,16,0,CLT,JFK,541
135768,2008,1,10,4,1250,1250,1425,1430,YV,2615,N938LR,155,160,121,-5,0,CLT,MCI,809
135769,2008,1,10,4,750,800,940,945,YV,2623,N934FJ,170,165,133,-5,-10,CLT,MCI,809
135770,2008,1,10,4,2220,2220,2400,2352,YV,2660,N920FJ,100,92,57,8,0,CLT,MDT,413
135771,2008,1,10,4,1125,1125,1254,1259,YV,2692,N919FJ,89,94,63,-5,0,CLT,MDT,413
135772,2008,1,10,4,1955,1955,2045,2051,YV,2657,N907FJ,110,116,82,-6,0,CLT,MEM,512
135773,2008,1,10,4,1300,1300,1400,1354,YV,2683,N928LR,120,114,89,6,0,CLT,MEM,512
135774,2008,1,10,4,750,755,1006,849,YV,2691,N905FJ,196,114,122,77,-5,CLT,MEM,512
135775,2008,1,10,4,2012,2015,2138,2117,YV,2699,N906FJ,86,62,34,21,-3,CLT,MYR,156
135776,2008,1,10,4,711,712,804,830,YV,7407,N513MJ,113,138,88,-26,-1,CLT,ORD,599
135777,2008,1,10,4,735,740,837,851,YV,2632,N929LR,62,71,43,-14,-5,CLT,ORF,290
135778,2008,1,10,4,1850,1735,2000,1844,YV,2674,N956LR,70,69,41,76,75,CLT,ORF,290
135779,2008,1,10,4,1500,1450,1642,1624,YV,2685,N907FJ,102,94,57,18,10,CLT,PIT,366
135780,2008,1,10,4,1520,1520,1619,1602,YV,2625,N930LR,119,102,83,17,0,CLT,PNS,488
135781,2008,1,10,4,2210,2215,2301,2301,YV,2653,N904FJ,111,106,81,0,-5,CLT,PNS,488
135782,2008,1,10,4,950,955,1035,1049,YV,2671,N906FJ,105,114,82,-14,-5,CLT,PNS,488
135783,2008,1,10,4,2006,2000,2232,2216,YV,2670,N929LR,146,136,99,16,6,CLT,PWM,812
135784,2008,1,10,4,1820,1822,1945,1931,YV,2618,N934FJ,85,69,41,14,-2,CLT,RIC,256
135785,2008,1,10,4,1250,1300,1400,1412,YV,2652,N904FJ,70,72,46,-12,-10,CLT,RIC,256
135786,2008,1,10,4,1420,1420,1552,1525,YV,2630,N914FJ,92,65,66,27,0,CLT,SAV,213
135787,2008,1,10,4,2030,2020,2205,2131,YV,2690,N919FJ,95,71,43,34,10,CLT,SAV,213
135788,2008,1,10,4,1810,1750,1944,1925,YV,2608,N928LR,94,95,62,19,20,CLT,SDF,336
135789,2008,1,10,4,2205,2205,5,2338,YV,2641,N932LR,120,93,62,27,0,CLT,SDF,336
135790,2008,1,10,4,1650,1647,1800,1757,YV,2677,N904FJ,130,130,93,3,3,CLT,STL,575
135791,2008,1,10,4,1210,1116,1311,1223,YV,2689,N920FJ,121,127,93,48,54,CLT,STL,575
135792,2008,1,10,4,1750,1752,1935,1918,YV,2655,N929LR,105,86,76,17,-2,CMH,CLT,346
135793,2008,1,10,4,651,700,829,857,YV,7235,N446YV,98,117,69,-28,-9,COD,DEN,392
135794,2008,1,10,4,1225,1230,1306,1315,YV,7075,N445YV,41,45,26,-9,-5,COS,DEN,72
135795,2008,1,10,4,1434,1440,1514,1525,YV,7114,N445YV,40,45,24,-11,-6,COS,DEN,72
135796,2008,1,10,4,1844,1850,1918,1935,YV,7316,N456YV,34,45,17,-17,-6,COS,DEN,72
135797,2008,1,10,4,2200,2206,2308,2300,YV,2791,N933LR,128,114,110,8,-6,COS,LAS,604
135798,2008,1,10,4,1118,1117,1429,1445,YV,7146,N510MJ,131,148,114,-16,1,COS,ORD,911
135799,2008,1,10,4,835,820,1050,1018,YV,2711,N902FJ,135,118,86,32,15,COS,PHX,551
135800,2008,1,10,4,1510,1520,1658,1712,YV,2722,N27191,108,112,88,-14,-10,COS,PHX,551
135801,2008,1,10,4,1155,1203,1336,1356,YV,2732,N925FJ,101,113,71,-20,-8,COS,PHX,551
135802,2008,1,10,4,1825,1820,2016,2012,YV,2781,N77286,111,112,93,4,5,COS,PHX,551
135803,2008,1,10,4,602,612,725,739,YV,7106,N454YV,83,87,47,-14,-10,CPR,DEN,230
135804,2008,1,10,4,1005,1010,1108,1127,YV,7107,N454YV,63,77,46,-19,-5,CPR,DEN,230
135805,2008,1,10,4,1305,1312,1409,1429,YV,7116,N448YV,64,77,46,-20,-7,CPR,DEN,230
135806,2008,1,10,4,1615,1628,1718,1745,YV,7118,N434YV,63,77,50,-27,-13,CPR,DEN,230
135807,2008,1,10,4,1825,1843,1927,2000,YV,7131,N445YV,62,77,51,-33,-18,CPR,DEN,230
135808,2008,1,10,4,555,600,655,707,YV,7147,N715SF,60,67,47,-12,-5,CWA,ORD,213
135809,2008,1,10,4,1215,1123,1330,1230,YV,7157,N592ML,75,67,51,60,52,CWA,ORD,213
135810,2008,1,10,4,739,740,909,840,YV,7074,N448YV,90,60,37,29,-1,DEN,ASE,125
135811,2008,1,10,4,1205,1215,1307,1309,YV,7098,N444YV,62,54,35,-2,-10,DEN,ASE,125
135812,2008,1,10,4,1019,1025,1106,1125,YV,7151,N456YV,47,60,32,-19,-6,DEN,ASE,125
135813,2008,1,10,4,1907,1905,2346,2350,YV,7067,N519LR,159,165,138,-4,2,DEN,ATL,1199
135814,2008,1,10,4,1812,1820,1959,2019,YV,7150,N446YV,107,119,89,-20,-8,DEN,COD,392
135815,2008,1,10,4,1123,1125,1159,1209,YV,7075,N445YV,36,44,19,-10,-2,DEN,COS,72
135816,2008,1,10,4,1333,1335,1411,1419,YV,7114,N445YV,38,44,19,-8,-2,DEN,COS,72
135817,2008,1,10,4,1706,1710,1744,1754,YV,7316,N456YV,38,44,19,-10,-4,DEN,COS,72
135818,2008,1,10,4,2051,2055,2211,2223,YV,7105,N445YV,80,88,61,-12,-4,DEN,CPR,230
135819,2008,1,10,4,819,824,940,950,YV,7107,N454YV,81,86,60,-10,-5,DEN,CPR,230
135820,2008,1,10,4,1123,1133,1244,1252,YV,7116,N448YV,81,79,66,-8,-10,DEN,CPR,230
135821,2008,1,10,4,1441,1449,1555,1608,YV,7118,N434YV,74,79,59,-13,-8,DEN,CPR,230
135822,2008,1,10,4,1648,1655,1758,1823,YV,7131,N445YV,70,88,58,-25,-7,DEN,CPR,230
135823,2008,1,10,4,819,823,942,954,YV,7066,N434YV,83,91,67,-12,-4,DEN,DRO,251
135824,2008,1,10,4,1830,1835,1949,1958,YV,7091,N447YV,79,83,59,-9,-5,DEN,DRO,251
135825,2008,1,10,4,1324,1330,1439,1453,YV,7194,N446YV,75,83,60,-14,-6,DEN,DRO,251
135826,2008,1,10,4,1214,1215,1328,1314,YV,7076,N447YV,74,59,33,14,-1,DEN,EGE,121
135827,2008,1,10,4,855,905,948,1004,YV,7084,N444YV,53,59,36,-16,-10,DEN,EGE,121
135828,2008,1,10,4,1802,1805,1856,1904,YV,7103,N454YV,54,59,36,-8,-3,DEN,EGE,121
135829,2008,1,10,4,1504,1455,1559,1554,YV,7140,N454YV,55,59,37,5,9,DEN,EGE,121
135830,2008,1,10,4,2052,2055,2200,2210,YV,7077,N448YV,68,75,50,-10,-3,DEN,GJT,212
135831,2008,1,10,4,1824,1825,1932,1940,YV,7079,N444YV,68,75,53,-8,-1,DEN,GJT,212
135833,2008,1,10,4,1542,1503,1652,1614,YV,7162,N447YV,70,71,54,38,39,DEN,GJT,212
135834,2008,1,10,4,1825,1830,1931,1935,YV,7082,N434YV,66,65,47,-4,-5,DEN,HDN,142
135835,2008,1,10,4,820,825,930,932,YV,7200,N445YV,70,67,41,-2,-5,DEN,HDN,142
135837,2008,1,10,4,1450,1452,1602,1608,YV,7096,N444YV,72,76,49,-6,-2,DEN,MTJ,197
135838,2008,1,10,4,2045,2055,2207,2211,YV,7100,N455YV,82,76,54,-4,-10,DEN,MTJ,197
135839,2008,1,10,4,1144,1147,1253,1303,YV,7161,N454YV,69,76,47,-10,-3,DEN,MTJ,197
135840,2008,1,10,4,1020,1020,1130,1136,YV,7180,N446YV,70,76,45,-6,0,DEN,MTJ,197
135841,2008,1,10,4,535,535,735,729,YV,2774,N939LR,120,114,84,6,0,DEN,PHX,602
135842,2008,1,10,4,1140,1145,1327,1339,YV,2853,N933LR,107,114,88,-12,-5,DEN,PHX,602
135843,2008,1,10,4,1415,1425,1557,1556,YV,7094,N455YV,102,91,79,1,-10,DEN,RAP,301
135844,2008,1,10,4,1305,1306,1432,1437,YV,7264,N456YV,87,91,74,-5,-1,DEN,RAP,301
135845,2008,1,10,4,1634,1605,1755,1736,YV,7351,N448YV,81,91,68,19,29,DEN,RAP,301
135846,2008,1,10,4,1344,1342,1703,1649,YV,7342,N507MJ,139,127,100,14,2,DEN,SAT,794
135847,2008,1,10,4,1001,1014,1132,1135,YV,7066,N434YV,91,81,68,-3,-13,DRO,DEN,251
135848,2008,1,10,4,554,600,733,731,YV,7069,N455YV,99,91,65,2,-6,DRO,DEN,251
135849,2008,1,10,4,1504,1514,1617,1635,YV,7194,N446YV,73,81,60,-18,-10,DRO,DEN,251
135850,2008,1,10,4,1200,1215,1323,1334,YV,2721,N17231,83,79,69,-11,-15,DRO,PHX,351
135851,2008,1,10,4,1810,1815,2007,2001,YV,2897,N991HA,117,106,94,6,-5,DRO,PHX,351
135853,2008,1,10,4,1520,1450,1724,1659,YV,2743,N903FJ,184,189,152,25,30,DSM,PHX,1149
135854,2008,1,10,4,800,810,1023,1025,YV,2748,N77286,203,195,176,-2,-10,DSM,PHX,1149
135855,2008,1,10,4,635,650,833,845,YV,2631,N906FJ,118,115,89,-12,-15,DTW,CLT,500
135856,2008,1,10,4,1900,1900,2101,2047,YV,2633,N920FJ,121,107,97,14,0,DTW,CLT,500
135857,2008,1,10,4,553,600,738,726,YV,7288,N507MJ,105,86,59,12,-7,DTW,IAD,383
135858,2008,1,10,4,1439,1430,1603,1603,YV,7292,N17156,84,93,59,0,9,DTW,IAD,383
135859,2008,1,10,4,1923,1924,2116,2050,YV,7348,N75992,113,86,70,26,-1,DTW,IAD,383
135860,2008,1,10,4,543,600,650,709,YV,7060,N434YV,67,69,36,-19,-17,EGE,DEN,121
135861,2008,1,10,4,1346,1335,1454,1443,YV,7076,N447YV,68,68,35,11,11,EGE,DEN,121
135862,2008,1,10,4,1015,1025,1108,1133,YV,7084,N444YV,53,68,37,-25,-10,EGE,DEN,121
135863,2008,1,10,4,1622,1614,1730,1722,YV,7140,N454YV,68,68,41,8,8,EGE,DEN,121
135864,2008,1,10,4,2330,2145,11,2231,YV,2917,N922FJ,101,106,85,100,105,ELP,LAS,584
135865,2008,1,10,4,1517,1526,1635,1647,YV,2762,N942LR,78,81,57,-12,-9,ELP,PHX,347
135866,2008,1,10,4,600,600,715,721,YV,2773,N37178,75,81,61,-6,0,ELP,PHX,347
135867,2008,1,10,4,904,845,1035,1016,YV,2937,N922FJ,91,91,63,19,19,ELP,PHX,347
135868,2008,1,10,4,2039,2039,2227,2233,YV,2873,N915FJ,108,114,87,-6,0,EUG,LAS,699
135869,2008,1,10,4,540,540,855,906,YV,2816,N903FJ,135,146,116,-11,0,EUG,PHX,952
135870,2008,1,10,4,500,500,650,657,YV,2601,N914FJ,110,117,97,-7,0,EWR,CLT,529
135871,2008,1,10,4,1152,1152,1346,1353,YV,2609,N908FJ,114,121,87,-7,0,EWR,CLT,529
135872,2008,1,10,4,1000,1000,1155,1208,YV,2683,N928LR,115,128,81,-13,0,EWR,CLT,529
135873,2008,1,10,4,2344,2202,39,2311,YV,2835,N916FJ,55,69,42,88,102,FAT,LAS,258
135874,2008,1,10,4,1320,1231,1536,1508,YV,2708,N77260,76,97,67,28,49,FAT,PHX,493
135875,2008,1,10,4,1909,1915,2145,2152,YV,2881,N902FJ,96,97,73,-7,-6,FAT,PHX,493
135876,2008,1,10,4,1605,1617,1835,1857,YV,2925,N17231,90,100,76,-22,-12,FAT,PHX,493
135877,2008,1,10,4,610,610,900,847,YV,2941,N909FJ,110,97,82,13,0,FAT,PHX,493
135878,2008,1,10,4,1210,938,1429,1215,YV,2976,N939LR,79,97,65,134,152,FAT,PHX,493
135879,2008,1,10,4,945,800,1040,901,YV,2852,N991HA,55,61,40,99,105,FLG,PHX,119
135880,2008,1,10,4,1200,1116,1255,1217,YV,2854,N987HA,55,61,32,38,44,FLG,PHX,119
135881,2008,1,10,4,1425,1429,1530,1530,YV,2856,N987HA,65,61,38,0,-4,FLG,PHX,119
135882,2008,1,10,4,1740,1750,1850,1851,YV,2858,N987HA,70,61,35,-1,-10,FLG,PHX,119
135883,2008,1,10,4,2050,2057,2145,2158,YV,2860,N989HA,55,61,45,-13,-7,FLG,PHX,119
135884,2008,1,10,4,954,1013,1134,1143,YV,7353,N571ML,100,90,68,-9,-19,FSD,ORD,462
135885,2008,1,10,4,1540,1540,1554,1542,YV,7196,N27314,74,62,48,12,0,FWA,ORD,157
135886,2008,1,10,4,600,600,737,724,YV,7064,N445YV,97,84,54,13,0,GJT,DEN,212
135887,2008,1,10,4,748,750,911,914,YV,7068,N456YV,83,84,57,-3,-2,GJT,DEN,212
135889,2008,1,10,4,1711,1634,1811,1755,YV,7162,N447YV,60,81,50,16,37,GJT,DEN,212
135890,2008,1,10,4,1515,1159,1712,1334,YV,2825,N7291Z,117,95,74,218,196,GJT,PHX,438
135891,2008,1,10,4,810,810,1110,1015,YV,2900,N989HA,180,125,96,55,0,GJT,PHX,438
135892,2008,1,10,4,1820,1822,2023,2025,YV,2906,N437YV,123,123,105,-2,-2,GJT,PHX,438
135893,2008,1,10,4,923,804,1021,905,YV,7186,N37342,58,61,42,76,79,GRB,ORD,174
135894,2008,1,10,4,1828,1749,2009,1850,YV,7356,N77302,101,61,83,79,39,GRB,ORD,174
135895,2008,1,10,4,1120,1130,1220,1219,YV,2617,N904FJ,60,49,33,1,-10,GSO,CLT,83
135896,2008,1,10,4,713,715,755,806,YV,2639,N930LR,42,51,28,-11,-2,GSO,CLT,83
135897,2008,1,10,4,1545,1600,1640,1649,YV,2643,N932LR,55,49,29,-9,-15,GSO,CLT,83
135898,2008,1,10,4,1941,1951,2051,2056,YV,7475,N75991,70,65,48,-5,-10,GSO,IAD,239
135900,2008,1,10,4,1000,1015,1120,1140,YV,7201,N593ML,80,85,61,-20,-15,GSP,IAD,383
135901,2008,1,10,4,1425,1430,1555,1602,YV,7207,N87353,90,92,75,-7,-5,GSP,IAD,383
135902,2008,1,10,4,2115,1905,2258,2031,YV,7208,N27173,103,86,62,147,130,GSP,IAD,383
135903,2008,1,10,4,600,600,725,728,YV,7222,N593ML,85,88,69,-3,0,GSP,IAD,383
135904,2008,1,10,4,658,705,813,815,YV,7156,N27314,135,130,87,-2,-7,GSP,ORD,577
135906,2008,1,10,4,1822,1749,1923,1859,YV,7362,N77331,121,130,103,24,33,GSP,ORD,577
135907,2008,1,10,4,948,1000,1059,1104,YV,7200,N445YV,71,64,39,-5,-12,HDN,DEN,142
135908,2008,1,10,4,550,600,721,713,YV,7204,N444YV,91,73,36,8,-10,HDN,DEN,142
135909,2008,1,10,4,912,920,1000,1009,YV,1002,N693BR,48,49,36,-9,-8,HNL,ITO,216
135910,2008,1,10,4,720,720,815,809,YV,1034,N651BR,55,49,37,6,0,HNL,ITO,216
135911,2008,1,10,4,1128,1135,1221,1224,YV,1036,N693BR,53,49,35,-3,-7,HNL,ITO,216
135912,2008,1,10,4,1518,1530,1613,1619,YV,1038,N654BR,55,49,39,-6,-12,HNL,ITO,216
135913,2008,1,10,4,1950,2000,2040,2049,YV,1040,N655BR,50,49,35,-9,-10,HNL,ITO,216
135914,2008,1,10,4,1740,1745,1835,1834,YV,1041,N655BR,55,49,36,1,-5,HNL,ITO,216
135915,2008,1,10,4,724,730,809,810,YV,1001,N646BR,45,40,29,-1,-6,HNL,KOA,163
135916,2008,1,10,4,1122,1130,1210,1210,YV,1003,N646BR,48,40,32,0,-8,HNL,KOA,163
135917,2008,1,10,4,1920,1930,2005,2010,YV,1007,N651BR,45,40,30,-5,-10,HNL,KOA,163
135918,2008,1,10,4,925,930,1008,1010,YV,1023,N654BR,43,40,31,-2,-5,HNL,KOA,163
135919,2008,1,10,4,1327,1330,1415,1410,YV,1026,N651BR,48,40,33,5,-3,HNL,KOA,163
135920,2008,1,10,4,1730,1730,1808,1810,YV,1028,N646BR,38,40,27,-2,0,HNL,KOA,163
135921,2008,1,10,4,2200,2200,2240,2240,YV,1030,N651BR,40,40,29,0,0,HNL,KOA,163
135922,2008,1,10,4,1330,1335,1405,1414,YV,1004,N654BR,35,39,22,-9,-5,HNL,LIH,102
135923,2008,1,10,4,2155,2155,2225,2234,YV,1008,N654BR,30,39,21,-9,0,HNL,LIH,102
135924,2008,1,10,4,1135,1135,1215,1214,YV,1024,N654BR,40,39,22,1,0,HNL,LIH,102
135925,2008,1,10,4,1545,1535,1625,1614,YV,1027,N646BR,40,39,23,11,10,HNL,LIH,102
135926,2008,1,10,4,1928,1935,2005,2014,YV,1029,N646BR,37,39,21,-9,-7,HNL,LIH,102
135927,2008,1,10,4,935,935,1010,1014,YV,1035,N651BR,35,39,22,-4,0,HNL,LIH,102
135928,2008,1,10,4,725,730,806,805,YV,1010,N693BR,41,35,22,1,-5,HNL,OGG,100
135929,2008,1,10,4,926,935,1010,1010,YV,1011,N646BR,44,35,22,0,-9,HNL,OGG,100
135930,2008,1,10,4,1126,1135,1205,1210,YV,1012,N651BR,39,35,23,-5,-9,HNL,OGG,100
135931,2008,1,10,4,1735,1735,1812,1810,YV,1017,N651BR,37,35,17,2,0,HNL,OGG,100
135932,2008,1,10,4,1925,1935,2000,2010,YV,1018,N654BR,35,35,21,-10,-10,HNL,OGG,100
135933,2008,1,10,4,2200,2200,2240,2235,YV,1019,N646BR,40,35,24,5,0,HNL,OGG,100
135934,2008,1,10,4,1540,1545,1621,1620,YV,1032,N651BR,41,35,23,1,-5,HNL,OGG,100
135935,2008,1,10,4,1348,1350,1428,1425,YV,1037,N693BR,40,35,27,3,-2,HNL,OGG,100
135936,2008,1,10,4,811,820,1047,1100,YV,7400,N75991,96,100,76,-13,-9,HSV,IAD,595
135937,2008,1,10,4,1326,1335,1601,1615,YV,7403,N75998,95,100,80,-14,-9,HSV,IAD,595
135938,2008,1,10,4,820,845,1022,1042,YV,7078,N522LR,122,117,81,-20,-25,IAD,ATL,533
135939,2008,1,10,4,2145,2145,2334,2337,YV,7266,N75992,109,112,86,-3,0,IAD,ATL,533
135940,2008,1,10,4,1724,1635,1947,1838,YV,7269,N75998,143,123,88,69,49,IAD,ATL,533
135941,2008,1,10,4,1740,1745,2033,2030,YV,7281,N512MJ,233,225,205,3,-5,IAD,AUS,1297
135942,2008,1,10,4,1424,1435,1542,1554,YV,7232,N514MJ,78,79,51,-12,-11,IAD,BDL,326
135943,2008,1,10,4,1212,1215,1319,1328,YV,7326,N521LR,67,73,50,-9,-3,IAD,BDL,326
135944,2008,1,10,4,1846,1645,1950,1756,YV,7247,N37208,124,131,103,114,121,IAD,BHM,638
135945,2008,1,10,4,1420,1430,1544,1604,YV,7086,N513MJ,84,94,68,-20,-10,IAD,BOS,413
135946,2008,1,10,4,2341,2150,116,2317,YV,7097,N75991,95,87,64,119,111,IAD,CAE,401
135947,2008,1,10,4,1216,1225,1338,1352,YV,7167,N17175,82,87,61,-14,-9,IAD,CAE,401
135948,2008,1,10,4,815,815,1000,942,YV,7179,N87353,105,87,65,18,0,IAD,CAE,401
135949,2008,1,10,4,2005,2015,2127,2142,YV,7275,N47202,82,87,63,-15,-10,IAD,CAE,401
135950,2008,1,10,4,1649,1652,1807,1819,YV,7279,N17175,78,87,63,-12,-3,IAD,CAE,401
135951,2008,1,10,4,955,808,1134,954,YV,7335,N75987,99,106,78,100,107,IAD,CHS,441
135952,2008,1,10,4,1200,1215,1351,1401,YV,7337,N75991,111,106,77,-10,-15,IAD,CHS,441
135953,2008,1,10,4,1649,1650,1834,1836,YV,7339,N27172,105,106,78,-2,-1,IAD,CHS,441
135954,2008,1,10,4,2200,2145,2333,2328,YV,7341,N75987,93,103,76,5,15,IAD,CHS,441
135955,2008,1,10,4,1931,1725,2106,1852,YV,7135,N513MJ,95,87,52,134,126,IAD,CLE,288
135956,2008,1,10,4,819,824,924,942,YV,7159,N47202,65,78,50,-18,-5,IAD,CLE,288
135957,2008,1,10,4,1234,1235,1352,1353,YV,7163,N75992,78,78,51,-1,-1,IAD,CLE,288
135958,2008,1,10,4,2151,2155,2303,2315,YV,7185,N17175,72,80,47,-12,-4,IAD,CLE,288
135959,2008,1,10,4,1025,1040,1155,1204,YV,2615,N938LR,90,84,50,-9,-15,IAD,CLT,321
135960,2008,1,10,4,1355,1355,1532,1519,YV,2697,N931LR,97,84,69,13,0,IAD,CLT,321
135961,2008,1,10,4,2150,2150,2331,2312,YV,7139,N506MJ,101,82,58,19,0,IAD,CLT,321
135962,2008,1,10,4,1700,1705,1853,1840,YV,7189,N17156,113,95,71,13,-5,IAD,CLT,321
135963,2008,1,10,4,845,855,1103,1027,YV,7439,N75995,138,92,69,36,-10,IAD,CLT,321
135964,2008,1,10,4,830,835,1016,1011,YV,7168,N17156,106,96,70,5,-5,IAD,DTW,383
135965,2008,1,10,4,2146,2155,2311,2324,YV,7289,N75994,85,89,60,-13,-9,IAD,DTW,383
135966,2008,1,10,4,1703,1705,1853,1849,YV,7348,N75992,110,104,67,4,-2,IAD,DTW,383
135967,2008,1,10,4,1704,1655,1810,1808,YV,7395,N75991,66,73,50,2,9,IAD,GSO,239
135968,2008,1,10,4,805,815,934,944,YV,7201,N593ML,89,89,67,-10,-10,IAD,GSP,383
135969,2008,1,10,4,1225,1233,1400,1402,YV,7207,N87353,95,89,72,-2,-8,IAD,GSP,383
135970,2008,1,10,4,1928,1700,2105,1829,YV,7208,N27173,97,89,71,156,148,IAD,GSP,383
135971,2008,1,10,4,2324,2155,101,2324,YV,7221,N17156,97,89,75,97,89,IAD,GSP,383
135972,2008,1,10,4,1159,1212,1255,1307,YV,7403,N75998,116,115,91,-12,-13,IAD,HSV,595
135973,2008,1,10,4,2049,1900,2157,1955,YV,7409,N77181,128,115,101,122,109,IAD,HSV,595
135974,2008,1,10,4,831,827,1115,1100,YV,7166,N507MJ,224,213,192,15,4,IAD,IAH,1190
135975,2008,1,10,4,1200,1208,1401,1412,YV,7304,N77181,121,124,96,-11,-8,IAD,JAX,631
135976,2008,1,10,4,819,823,1031,1027,YV,7388,N27173,132,124,102,4,-4,IAD,JAX,631
135977,2008,1,10,4,737,740,848,854,YV,7209,N75992,71,74,53,-6,-3,IAD,LGA,229
135979,2008,1,10,4,1213,1220,1316,1350,YV,7365,N47202,63,90,48,-34,-7,IAD,LGA,229
135981,2008,1,10,4,1734,1740,1932,1934,YV,7145,N509MJ,178,174,135,-2,-6,IAD,MCI,926
135982,2008,1,10,4,1233,1235,1416,1423,YV,7218,N501MJ,163,168,137,-7,-2,IAD,MCI,926
135983,2008,1,10,4,806,811,905,903,YV,7197,N511MJ,59,52,28,2,-5,IAD,MDT,94
135984,2008,1,10,4,2254,2210,2333,2255,YV,7216,N75998,39,45,23,38,44,IAD,MDT,94
135985,2008,1,10,4,1233,1245,1317,1341,YV,7245,N27172,44,56,24,-24,-12,IAD,MDT,94
135986,2008,1,10,4,1700,1705,1750,1801,YV,7347,N503MJ,50,56,25,-11,-5,IAD,MDT,94
135987,2008,1,10,4,843,850,1010,1023,YV,7233,N512MJ,87,93,61,-13,-7,IAD,MHT,418
135988,2008,1,10,4,1342,1239,1452,1409,YV,7125,N75987,70,90,31,43,63,IAD,MYR,372
135989,2008,1,10,4,1435,1435,1537,1533,YV,7238,N512MJ,62,58,41,4,0,IAD,ORF,157
135990,2008,1,10,4,1527,1312,1640,1418,YV,7182,N37208,73,66,37,142,135,IAD,PHL,134
135991,2008,1,10,4,1746,1725,1849,1838,YV,7242,N77181,63,73,34,11,21,IAD,PHL,134
